state,type,name,city,industries,categories,Address,x,y
Alabama,Federal,FCI Talladega,Talladega,Clothing; textiles,clothing,"565 EAST RENFROE ROAD, TALLADEGA, AL  35160",-86.14319206,33.42488361
Alabama,Federal,FPC Montgomery,Montgomery,Services,none,"MAXWELL AIR FORCE BASE, Montgomery, AL 36112",-86.30062589,32.3801235
Alabama,State,Draper Correctional Facility,Elmore,Vehicle maintenance; furniture; millwork,furniture,"2828 Alabama 143, Elmore, AL 36025",-86.33744845,32.57590813
Alabama,State,Fountain Correctional Facility,Atmore,Vehicle maintenance,none,"9677 Alabama 21, Atmore, AL 36502",-87.46365202,31.15658977
Alabama,State,Holman Correctional Facility,Atmore,License plates; sewing,plates,"1240 Ross Rd, Atmore, AL 36502",-87.45176792,31.13612473
Alabama,State,Julia Tutwiler Prison for Women,Wetumpka,Sewing,none,"8966 US Highway 231, Wetumpka, AL 36092",-86.19437366,32.56381639
Alabama,State,Kilby Correctional Facility,Montgomery,Printing; graphic arts; engraving,metal,"12201 Wares Ferry Rd, Montgomery, AL 36117",-86.10412745,32.38587725
Alabama,State,St. Clair Correctional Facility,Springville,Janitorial chemicals; upholstery; furniture restorage; modular office systems,furniture,"1000 St Clair Rd, Springville, AL 35146",-86.38575053,33.74306785
Alabama,State,Ventress Correctional Facility,Clayton,Seating,none,"379 Alabama 239, Clayton, AL 36016",-85.48988239,31.88516847
Arizona,Federal,FCC Tucson,Tucson,Electronics recycling,recycle,"8901 S. WILMOT ROAD, TUCSON, AZ  85756",-110.8579282,32.08901079
Arizona,Federal,FCI Phoenix,Phoenix,Electronics; fleet management; recycling collection,recycle,"37900 N 45TH AVE, PHOENIX, AZ  85086",-112.1561628,33.87225376
Arizona,Federal,FCI Safford,Safford,Clothing; textiles,clothing,"1529 WEST HIGHWAY 366, SAFFORD, AZ  85546",-109.7220823,32.72210152
Arizona,State,Arizona State Prison Complex - Douglas,Douglas,Sewing; canning,none,"6911 N Bdi Blvd, Douglas, AZ 85607",-109.595634,31.45492235
Arizona,State,Arizona State Prison Complex - Eyman,Florence ,Bakery; boxes; bags; boots; license plates,"food,plates","4374 E Butte Ave, Florence, AZ 85132",-111.3405073,33.02812624
Arizona,State,Arizona State Prison Complex  - Florence ,Florence ,Metal fabrication; farm; warehousing; recycling; fish farm; mattresses; upholstery; call center,"call-center,furniture,metal,recycle","1305 E Butte Ave, Florence, AZ 85132",-111.37215,33.03122917
Arizona,State,Arizona State Prison Complex  - Kingman ,Golden Valley,Trailer fabrication,none,"4626 W. English Dr., Golden Valley, AZ 86414",-114.1755792,35.03255272
Arizona,State,Arizona State Prison Complex  - Lewis,Buckeye,Tractor-trailer repair; truss manufacturing; tire remanufacturing; specialty glass recycling; call center,"call-center,recycle","26700 South Highway 85, Buckeye, AZ 85326",-112.6519071,33.19710401
Arizona,State,Arizona State Prison Complex  - Marana,Marana,Office furniture manufacturing,furniture,"12610 W. Silverbell Rd, Marana, AZ 85653",-111.2528071,32.41920521
Arizona,State,Arizona State Prison Complex  - Perryville,Goodyear,Print shop; sewing; call center; egg farm,"call-center,food","2105 North Citrus Road, Goodyear, AZ 85395",-112.4441223,33.47058067
Arizona,State,Arizona State Prison Complex  - Phoenix West,Phoenix,Installation,none,"3402 West Cocopah, Phoenix, AZ 58009",-112.1317539,33.43210817
Arizona,State,Arizona State Prison Complex  - Safford,Safford,Farming,none,"896 S. Cook Road, Safford, AZ 85546",-109.5624482,32.83092871
Arizona,State,Arizona State Prison Complex  - Tucson,Tucson,Sign shop; call center,call-center,"10000 South Wilmot, Tucson, AZ 85734",-110.8580123,32.07533206
Arizona,State,Arizona State Prison Complex  - Winslow,Winslow,Farming; construction,none,"2100 South Highway 87, Winslow, AZ 86047",-110.7145985,34.98505683
Arizona,State,Arizona State Prison Complex  - Yuma,San Luis,Call center; waste recycling,"call-center,recycle","7125 East Juan Sanchez Blvd, San Luis, AZ 85365",-114.7302883,32.49471362
Arkansas,Federal,FCC Forrest City,Forrest City,Office furniture,furniture,"1400 DALE BUMPERS ROAD, FORREST CITY, AR  72335",-90.80496211,34.97942714
Arkansas,State,Cummins Unit,Auburn,Garment; vinyl,clothing,"34.053182, -91.584969",-91.584969,34.053182
Arkansas,State,Grimes Unit,Newport,Coffee and tea packaging,none,"300 Corrections Drive Newport, AR 72112",-91.1908265,35.62598669
Arkansas,State,J. Aaron Hawkins Sr. Center,Wrightsville,Coreless toilet paper,none,"34.603783, -92.192643",-92.192643,34.603783
Arkansas,State,McPherson Unit,Pine Bluff,Wire harnesses,none,"302 Corrections Drive Newport, AR 72112",-91.19080752,35.62598684
Arkansas,State,Tucker Unit,Tucker,Metal fabrication; chairs; upholstery,"furniture,metal","2400 State Farm Rd, Tucker, AR 72168",-91.91558896,34.4507257
Arkansas,State,Wrightsville Unit,Wrightsville,Furniture; graphic arts,furniture,"34.601824, -92.192285",-92.192285,34.601824
California,Federal,FCC Victorville,Victorville,Electronics; fleet management,none,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA  92394",-117.3483687,34.5686141
California,Federal,FCI Dublin,Dublin,Recycling collection; services,recycle,"5701 8TH ST, DUBLIN, CA  94568",-121.9053144,37.71616742
California,Federal,FCI Lompoc,Lompoc,Services,none,"3600 GUARD ROAD, LOMPOC, CA  93436",-120.4972247,34.67826251
California,Federal,FCI Terminal Island,San Pedro,Office furniture,furniture,"1299 SEASIDE AVENUE, SAN PEDRO, CA  90731",-118.2687219,33.72954743
California,Federal,USP Atwater,Atwater,Electronics recycling,recycle,"1 FEDERAL WAY, ATWATER, CA  95301",-120.5591782,37.38299538
California,State,Avenal State Prison,Avenal,Poultry; egg production; furniture;  laundry; support services; construction services; facilities maintenance,"food,furniture","#1 Kings Way, Avenal, CA  93204",-120.1387423,36.00253024
California,State,California Correctional Center,Susanville,Construction services; facilities maintenance,none,"711-045 Center Rd., Susanville, CA 96127-0790",-120.5856263,40.39724142
California,State,California Correctional Institution,Tehachapi,Fabric products; support services; construction services; facilities maintenance,none,"24900 Highway 202, Tehachapi, CA 93561 ",-118.5741504,35.12585916
California,State,"California Health Care Facility, Stockton",Stockton,Construction services; facilities maintenance,none,"7707 Austin Road, Stockton, CA 95215",-121.1838008,37.89944088
California,State,California Institution for Men,Chino,Laundry; food packaging; beverage packaging; support services,food,"14901 Central Avenue, Chino, CA 91710 ",-117.6889435,33.98268313
California,State,California Institution for Women,Chino,Fabric products; construction services; facilities maintenance,none,"16756 Chino-Corona Road, Corona, CA 92880",-117.5750366,33.87789215
California,State,California Medical Facility,Vacaville,Construction services; facilities maintenance,none,"1600 California Dr., Vacaville, CA 95696",-121.9800832,38.33327807
California,State,California Men's Colony,Represa,Knitting mill; fabric products; shoes; printing; laundry; support services; construction services; facilities maintenance,clothing,"35.324969, -120.694262",-120.694262,35.324969
California,State,California Rehabilitation Center,Norco,Construction services; facilities maintenance,none,"33.929034, -117.573229",-117.573229,33.929034
California,State,"California State Prison, Corcoran",Corcoran,Dairy; food packaging; beverage packaging; laundry; support services; construction services; facilities maintenance,food,"4001 King Avenue, Corcoran, CA 93212",-119.5576721,36.06506561
California,State,"California State Prison, Los Angeles County",Lancaster,Cleaning products; laundry; support services,none,"44750 60th Street West, Lancaster, CA 93536-7620",-118.236593,34.69135215
California,State,"California State Prison, Sacramento ",Represa,Laundry; construction services; facilities management,none,"100 Prison Road, Represa, CA 95671",-121.15125,38.696515
California,State,"California State Prison, Solano ",Vacaville,Metal products; bindery; laundry; optical; support services; construction services; facilities maintenance,"metal,optical","2100 Peabody Road, Vacaville, CA 95696 ",-121.9704816,38.32338333
California,State,"California Substance Abuse Treatment Facility and State Prison, Corcoran",Corcoran,Food packaging; beverage packaging; construction services; facilities maintenance,food,"900 Quebec Avenue, Corcoran, CA 93212",-119.5591878,36.05081812
California,State,Calipatria State Prison,Calipatria,Construction services; facilities maintenance,none,"7018 Blair Road, Calipatria, CA  92233",-115.4931572,33.16336182
California,State,Centinela State Prison,Imperial,Fabric products; construction services; facilities management,none,"2302 Brown Road, Imperial, CA 92251 ",-115.5695157,32.84748395
California,State,Central California Women's Facility,Chowchilla,Crops; fabric products; dental lab; laundry; support services,food,"23370 Road 22, Chowchilla, CA 93610",-120.1471241,37.0907608
California,State,Chuckawalla Valley State Prison ,Blythe,Laundry; construction services; facilities management,none,"19025 Wiley's Well Rd., Blythe, CA 92225 ",-114.9034087,33.59723009
California,State,Correctional Training Facility,Soledad,Furniture; fabric products; support services; construction services; facilities management,furniture,"36.468348, -121.382833",-121.382833,36.468348
California,State,Deuel Vocational Institution ,Tracy,Dairy; support services; construction services; facilities maintenance,food,"23500 Kasson Road, Tracy, CA 95376 ",-121.3390525,37.74524765
California,State,Folsom State Prison ,Represa,Metal products; metal signs; license plates; printing; modular building construction; digital services; support services,"plates,metal","300 Prison Road, Represa, CA 95671",-121.163716,38.696149
California,State,High Desert State Prison,Susanville,Construction services; facilities maintenance,none,"475-750 Rice Canyon Rd., Susanville, CA 96127 ",-120.6497186,40.41567286
California,State,Ironwood State Prison,Blythe,Construction services; facilities maintenance,none,"19005 Wiley's Well Road, Blythe, CA 92225",-114.9020332,33.60530331
California,State,Kern Valley State Prison,Delano,Construction services; facilities maintenance,none,"3000 West Cecil Avenue, Delano, CA 93216",-119.3031863,35.77585279
California,State,Mule Creek State Prison,Ione,Meat cutting; coffee roasting; fabric products; laundry; construction services; facilities management,food,"4001 Highway 104, Ione, CA 95640 ",-120.9570293,38.36788415
California,State,North Kern State Prison,Delano,Construction services; facilities maintenance,none,"2737 West Cecil Avenue, Delano, CA 93215",-119.3103182,35.77580883
California,State,Pelican Bay State Prison,Crescent City,Laundry; construction services; facilities management,none,"5905 Lake Earl Drive, Crescent City, CA 95531",-124.1599432,41.84793092
California,State,Pleasant Valley State Prison ,Coalinga,Construction services; facilities maintenance,none,"24863 West Jayne Avenue, Coalinga, CA 93210",-120.2203251,36.13735634
California,State,Richard J. Donovan Correctional Facility ,San Diego,Bakery; shoes; laundry; support services; construction services; facilities maintenance,"clothing,food","480 Alta Road, San Diego, CA 92179",-116.9190446,32.57880973
California,State,Salinas Valley State Prison,Soledad,Construction services; facilities maintenance,none,"31625 Highway 101, Soledad, CA 93960",-121.3187403,36.40752139
California,State,San Quentin State Prison ,San Quentin,Furniture; mattress; support services,furniture,"37.939551, -122.489815",-122.489815,37.939551
California,State,Sierra Conservation Center ,Jamestown,Fabric products; construction services; facilities maintenance,none,"5100 O'Byrnes Ferry Road, Jamestown, CA 95327",-120.5372365,37.88797397
California,State,Valley State Prison for Women,Chowchilla,Laundry; optical; support services,optical,"21633 Avenue 24, Chowchilla, CA 93610",-120.1631789,37.09816767
California,State,Wasco State Prison - Reception Center ,Wasco,Laundry; construction services; facilities maintenance,none,"701 Scofield Avenue, Wasco, CA 93280 ",-119.4026674,35.59394038
Colorado,Federal,FCC Florence,Florence ,Office furniture,furniture,"5880 HWY 67 S, FLORENCE, CO  81226",-105.1071052,38.35852084
Colorado,Federal,FCI Englewood,Littleton,Clothing; textiles; recycling collection,"clothing,recycle","9595 WEST QUINCY AVENUE, LITTLETON, CO  80123",-105.1047407,39.63871746
Colorado,State,Arkansas Valley Correctional Facility,Ordway,Computer design; GIS; customer service center; fulfillment center; modular office systems; plastic bags; public information services; web design,plastic-bags,"12750 Highway 96, Crowley, CO 81033",-103.8620039,38.19050731
Colorado,State,Arrowhead Correctional Center,Canon City,Canteen; fish farming; fishing rod manufacturing; fleet services; greenhouse products; honey production; K-9 adoption; tractor refurbishing; warehouse,none,"57500 E US Highway 50, Ca–on City, CO 81212",-105.1922886,38.44730878
Colorado,State,Buena Vista Correctional Center,Buena Vista,Firefighting; reclamation; fish farming; K-9 training; leather products; trails program,none,"15125 Hwy 24, Buena Vista, CO 81211",-106.2007612,38.94991402
Colorado,State,CCi Oakland Facility,Denver,Computer design; customer service delivery; Ebay sales; forms distribution; janitorial; office assistance; surplus sales,none,"4999 Oakland Street, Denver, CO 80239",-104.8507167,39.78761071
Colorado,State,Colorado Correctional Center,Golden,Collision repair; CSP training Academy garage; CSP training Academy kitchen; CSP training Academy maintenance; delivery; highway barrier fencing; highway cleanup; highway mowing,none,"15445 S Golden Rd, Golden, CO 80401",-105.1729495,39.73395973
